Step,mass_grown,mass_burnt,trees_grown,trees_burnt,trees_count,trees_mass,ashes_count,ashes_mass,empty_count
100,16761.935,3553.49,59,35,16198,1523553.604,1922,3288.911,71880
101,16550.131,6750.2,36,65,16169,1533353.535,1951,6087.94,71880
102,16820.798,7871.579,63,78,16154,1542302.754,1966,7104.417,71880
103,16905.799,6173.03,74,63,16165,1553035.523,1956,5588.37,71879
104,16751.028,6671,58,62,16161,1563115.551,1961,6034.709,71878
105,16805.22,9086.26,63,86,16138,1570834.511,1986,8199.885,71876
106,17010.76,4923.67,81,51,16168,1582921.601,1956,4459.532,71876
107,16648.616,6312.01,48,61,16155,1593258.206,1971,5694.147,71874
108,16772.758,8095.4,59,79,16135,1601935.564,1992,7296.517,71873
109,16902.505,8644.328,71,85,16121,1610193.741,2006,7813.042,71873
110,16942.389,8727.869,75,80,16116,1618408.261,2011,7889.997,71873
111,16969.638,4012.592,77,39,16154,1631365.307,1973,3623.694,71873
112,16550.123,7177.93,37,69,16122,1640737.5,2005,6463.384,71873
113,16806.606,6011.8,61,52,16131,1651532.306,1996,5433.352,71873
114,16725.26,6299.81,53,64,16120,1661957.756,2007,5671.905,71873
115,16706.46,7117.41,53,64,16109,1671546.806,2018,6439.4,71873
116,16794.917,4947.509,62,51,16120,1683394.214,2009,4472.781,71871
117,16570.078,5627.88,40,52,16108,1694336.412,2021,5102.292,71871
118,16634.195,6397.95,50,56,16102,1704572.657,2030,5792.189,71868
119,16714.124,6220.03,53,53,16102,1715066.751,2030,5618.122,71868
120,16694.07,4888.668,50,45,16107,1726872.153,2026,4419.543,71867
121,16563.829,7472.41,40,63,16084,1735963.571,2049,6750.295,71867
122,16814.542,10823.19,62,93,16053,1741954.924,2081,9747.358,71866
123,17087.18,10878.216,87,95,16045,1748163.888,2090,9817.95,71865
124,17088.089,7602.107,89,68,16066,1757649.87,2071,6869.602,71863
125,16768.839,1972.87,61,17,16110,1772445.839,2028,1820.704,71862
126,16288.09,8391.649,16,70,16056,1780342.281,2084,7572.464,71860
127,16873.543,7437.505,68,63,16061,1789778.319,2079,6701.458,71860
128,16789.626,8409.36,63,72,16052,1798158.584,2090,7572.944,71858
129,16863.01,6657.74,67,54,16065,1808363.854,2077,6005.25,71858
130,16699.381,7137.253,52,59,16058,1817925.982,2086,6441.672,71856
131,16733.282,7491.795,54,60,16052,1827167.469,2092,6765.501,71856
132,16779.628,7922.67,59,62,16049,1836024.426,2096,7138.326,71855
133,16798.747,6703.95,59,54,16054,1846119.224,2092,6056.64,71854
134,16694.752,10820.56,50,81,16023,1851993.416,2123,9753.416,71854
135,17057.203,11878.63,79,91,16011,1857171.989,2135,10710.906,71854
136,17150.388,11377.557,89,87,16013,1862944.82,2135,10260.504,71852
137,17112.068,8934.52,84,69,16028,1871122.367,2121,8052.051,71851
138,16882.464,4679.825,63,39,16052,1883325.006,2097,4225.584,71851
139,16491.799,7622.24,36,56,16032,1892194.565,2118,6878.775,71850
140,16761.267,10206.026,55,77,16010,1898749.806,2141,9199.034,71849
141,16990.134,5061.391,76,46,16040,1910678.549,2113,4571.022,71847
142,16508.042,4416.63,38,34,16044,1922769.961,2109,4002.027,71847
143,16434.788,10593.76,29,80,15993,1928610.989,2160,9572.798,71847
144,17008.149,4975.33,77,45,16025,1940643.808,2129,4496.928,71846
145,16457.542,7994.73,34,58,16001,1949106.62,2154,7246.408,71845
146,16764.374,10300.862,56,74,15983,1955570.132,2172,9288.042,71845
147,16959.936,5884.71,69,45,16007,1966645.358,2149,5317.107,71844
148,16569.05,10664.8,42,81,15968,1972549.608,2188,9609.981,71844
149,16965.517,1931.249,75,23,16020,1987583.877,2136,1776.605,71844
150,16171.871,10635.47,15,77,15958,1993120.278,2198,9612.712,71844
151,16961.589,14517.992,74,99,15933,1995563.875,2225,13097.874,71842
152,17304.327,6656.67,94,47,15980,2006211.533,2178,6023.463,71842
153,16612.311,3742.77,46,30,15996,2019081.074,2163,3384.528,71841
154,16337.968,7443.751,25,53,15968,2027975.291,2191,6720.861,71841
155,16672.353,6575.492,50,51,15967,2038072.152,2192,5935.676,71841
156,16575.698,4099.25,44,31,15980,2050548.6,2180,3718.195,71840
157,16369.613,10627.405,28,75,15933,2056290.808,2227,9574.871,71840
158,16947.442,7394.543,75,55,15953,2065843.707,2210,6673.133,71837
159,16635.923,6802.39,46,48,15951,2075677.24,2212,6152.541,71837
160,16609.022,9745.568,49,77,15923,2082540.695,2242,8777.243,71835
161,16800.261,7119.82,63,59,15927,2092221.135,2238,6471.302,71835
162,16526.426,6511.307,47,51,15923,2102236.254,2243,5954.88,71834
