Step,mass_grown,mass_burnt,trees_grown,trees_burnt,trees_count,trees_mass,ashes_count,ashes_mass,empty_count
100,5053.727,3791.733,399,337,5045,59584.954,51721,4818.255,33234
101,5104.903,7006.24,348,510,4883,57683.618,51962,4977.15,33155
102,4967.188,6871.979,379,500,4762,55778.826,52167,5082.445,33071
103,4844.321,4382.932,394,329,4827,56240.216,52202,4930.173,32971
104,4890.357,5455.738,327,396,4758,55674.835,52344,4919.373,32898
105,4851.569,4673.504,363,342,4779,55852.9,52388,4801.216,32833
106,4844.15,3340.606,316,245,4850,57356.445,52386,4590.005,32764
107,4913.177,5323.544,362,415,4797,56946.078,52523,4600.182,32680
108,4865.357,6999.016,344,498,4643,54812.42,52752,4771.708,32605
109,4716.635,4296.241,373,342,4674,55232.814,52802,4650.526,32524
110,4742.747,6053.805,333,456,4551,53921.755,53003,4722.108,32446
111,4619.261,6932.285,328,523,4356,51608.731,53259,4874.865,32385
112,4436.378,4269.282,321,318,4359,51775.827,53313,4733.928,32328
113,4401.267,5488.853,309,383,4285,50688.241,53460,4767.154,32255
114,4343.462,4057.558,282,313,4254,50974.145,53545,4637.732,32201
115,4337.872,3425.476,322,281,4295,51886.54,53569,4432.635,32136
116,4351.269,6743.361,334,468,4161,49494.449,53765,4607.438,32074
117,4228.781,4472.882,323,337,4147,49250.347,53845,4526.202,32008
118,4218.183,5909.227,338,411,4074,47559.304,53986,4593.321,31940
119,4143.46,4670.042,327,342,4059,47032.722,54060,4531.533,31881
120,4131.092,3086.784,295,255,4099,48077.03,54070,4314.967,31831
121,4170.506,3171.264,284,256,4127,49076.271,54096,4129.091,31777
122,4185.767,5928.357,282,418,3991,47333.681,54282,4250.25,31727
123,4064.814,5047.35,297,361,3927,46351.146,54401,4256.146,31672
124,3992.105,4373.359,278,323,3882,45969.892,54500,4202.762,31618
125,3940.516,5816.901,295,403,3774,44093.506,54660,4305.661,31566
126,3839.429,4203.468,315,318,3771,43729.467,54719,4230.013,31510
127,3833.389,4184.214,298,337,3732,43378.642,54803,4163.044,31465
128,3796.38,4606.432,261,354,3639,42568.59,54937,4143.003,31424
129,3702.538,4682.017,262,342,3559,41589.112,55059,4133.366,31382
130,3636.042,4520.445,284,324,3519,40704.708,55147,4095.032,31334
131,3576.239,4103.551,276,294,3501,40177.397,55209,4038.645,31290
132,3585.538,3984.251,286,288,3499,39778.684,55246,3948.667,31255
133,3535.774,3036.86,234,225,3508,40277.598,55284,3820.712,31208
134,3559.806,2477.784,251,194,3565,41359.62,55269,3634.614,31166
135,3622.597,4561.464,236,354,3447,40420.753,55425,3669.701,31128
136,3499.857,4580.042,248,348,3347,39340.568,55570,3707.879,31083
137,3410.874,4241.396,258,289,3316,38510.046,55641,3697.356,31043
138,3358.283,5248.076,245,389,3172,36620.253,55817,3810.145,31011
139,3217.3,3711.515,215,282,3105,36126.039,55930,3754.982,30965
140,3147.541,3932.993,239,297,3047,35340.587,56026,3730.241,30927
141,3097.539,2483.313,211,192,3066,35954.813,56034,3555.01,30900
142,3128.751,3978.574,234,282,3018,35104.989,56117,3534.616,30865
143,3070.357,3009.949,250,225,3043,35165.397,56131,3429.792,30826
144,3085.819,2223.702,224,181,3086,36027.515,56126,3266.363,30788
145,3132.741,4620.192,261,324,3023,34540.064,56237,3355.005,30740
146,3082.74,2857.824,235,231,3027,34764.98,56269,3245.547,30704
147,3073.676,2229.867,225,180,3072,35608.789,56264,3097.303,30664
148,3109.898,1966.879,235,156,3151,36751.807,56225,2946.363,30624
149,3181.258,2290.621,208,187,3172,37642.443,56234,2850.531,30594
150,3214.77,2716.847,233,186,3219,38140.366,56227,2794.393,30554
151,3264.551,4653.36,261,337,3143,36751.557,56353,2934.739,30504
152,3184.791,3946.297,240,292,3091,35990.05,56440,2994.104,30469
153,3139.555,3764.425,221,264,3048,35365.181,56527,3022.58,30425
154,3096.526,4398.079,228,326,2950,34063.628,56657,3111.604,30393
155,3004.421,3307.612,194,251,2893,33760.437,56743,3076.784,30364
156,2957.752,2493.422,198,191,2900,34224.767,56762,2953.696,30338
157,2931.504,2097.859,214,148,2966,35058.413,56748,2836.608,30286
158,3012.318,3021.297,219,223,2962,35049.434,56783,2808.758,30255
159,3016.579,3117.427,229,226,2965,34948.586,56815,2785.046,30220
160,3009.443,2754.314,208,216,2957,35203.715,56849,2737.529,30194
161,2997.12,3706.389,229,268,2918,34494.446,56929,2794.296,30153
162,2944.377,2131.435,218,161,2975,35307.388,56909,2701.633,30116
163,3020.64,5167.183,194,392,2777,33160.845,57128,2902.547,30095
164,2842.761,3342.596,190,236,2731,32661.01,57211,2880.791,30058
165,2782.075,3480.575,217,257,2691,31962.51,57279,2889.694,30030
166,2724.834,2676.214,222,195,2718,32011.13,57283,2834.512,29999
167,2750.025,3083.559,167,233,2652,31677.596,57373,2827.392,29975
168,2681.957,2067.13,168,169,2651,32292.423,57404,2721.409,29945
169,2692.471,4168.053,180,294,2537,30816.841,57551,2824.602,29912
170,2561.887,3253.856,173,238,2472,30124.873,57639,2842.64,29889
171,2528.261,3879.911,195,259,2408,28773.223,57732,2890.106,29860
172,2443.633,2495.485,171,174,2405,28721.372,57767,2815.011,29828
173,2448.514,1955.949,193,163,2435,29213.936,57768,2685.591,29797
174,2477.268,2108.8,150,144,2441,29582.404,57783,2585.643,29776
175,2475.981,3748.689,178,253,2366,28309.696,57881,2666.967,29753
176,2410.527,3993.18,175,271,2270,26727.043,58005,2755.062,29725
177,2321.019,3666.078,195,255,2210,25381.984,58096,2795.145,29694
178,2258.946,3035.355,153,213,2150,24605.574,58173,2770.22,29677
179,2189.671,1708.543,158,118,2190,25086.702,58153,2624.382,29657
180,2222.245,1183.899,156,98,2248,26125.048,58126,2448.088,29626
181,2287.63,2990.755,162,209,2201,25421.922,58196,2462.725,29603
182,2236.133,1959.163,176,167,2210,25698.892,58213,2377.236,29577
183,2237.554,1454.734,141,125,2226,26481.712,58215,2257.432,29559
184,2263.046,2673.149,167,188,2205,26071.609,58253,2261.957,29542
185,2239.84,2201.752,185,162,2228,26109.697,58261,2221.097,29511
186,2254.182,2433.462,171,182,2217,25930.417,58297,2216.151,29486
187,2268.451,2652.767,167,174,2210,25546.101,58332,2208.362,29458
188,2235.53,2721.574,134,207,2137,25060.056,58421,2234.153,29442
189,2176.377,2910.575,184,207,2114,24325.858,58468,2262.419,29418
190,2142.946,1335.956,167,110,2171,25132.848,58435,2140.827,29394
191,2205.663,1529.983,156,124,2203,25808.528,58426,2045.079,29371
192,2229.496,2017.897,155,139,2219,26020.128,58436,2015.864,29345
193,2242.842,2164.592,170,151,2238,26098.378,58437,2006.895,29325
194,2258.839,2720.836,158,186,2210,25636.381,58490,2057.45,29300
195,2241.276,2358.94,159,194,2175,25518.717,58542,2056.323,29283
196,2207.908,1392.223,145,111,2209,26334.402,58530,1957.005,29261
197,2237.159,1972.215,160,161,2208,26599.346,58550,1930.367,29242
198,2241.8,3341.069,170,241,2137,25500.078,58651,2037.637,29212
199,2157.927,1710.929,148,122,2163,25947.076,58653,1984.039,29184
200,2205.555,2186.508,155,164,2154,25966.123,58677,1961.73,29169
201,2183.146,3192.261,157,210,2101,24957.008,58748,2055.638,29151
202,2141.948,2119.747,149,162,2088,24979.208,58780,2021.101,29132
203,2119.735,3390.93,168,262,1994,23708.013,58898,2126.349,29108
204,2021.676,2598.408,149,181,1962,23131.282,58944,2145.879,29094
205,2003.669,1701.538,146,148,1960,23433.413,58956,2059.775,29084
206,1981.523,2071.769,156,167,1949,23343.167,58991,2039.452,29060
207,1978.814,2377.444,113,186,1876,22944.537,59083,2043.437,29041
208,1907.684,2623.41,147,191,1832,22228.811,59147,2069.75,29021
209,1859.266,1888.361,126,123,1835,22199.717,59163,2024.345,29002
210,1867.803,1986.261,148,147,1836,22081.259,59191,1987.734,28973
211,1861.974,3081.047,130,199,1767,20862.186,59285,2071.091,28948
212,1785.373,1737.819,124,123,1768,20909.74,59301,2019.39,28931
213,1798.632,885.648,131,76,1823,21822.724,59259,1875.385,28918
214,1859.009,1695.933,147,111,1859,21985.8,59250,1821.43,28891
215,1874.614,701.88,146,64,1941,23158.533,59187,1693.861,28872
216,1975.914,3098.559,152,211,1882,22035.889,59267,1799.417,28851
217,1909.074,1519.64,140,133,1889,22425.323,59272,1744.365,28839
218,1905.441,2569.141,120,194,1815,21761.622,59368,1810.402,28817
219,1841.006,1566.603,116,119,1812,22036.025,59384,1760.016,28804
220,1834.293,1414.62,143,98,1857,22455.698,59361,1703.184,28782
221,1889.254,2728.222,136,190,1803,21616.73,59428,1773.433,28769
222,1839.317,1420.495,127,97,1833,22035.553,59411,1701.822,28756
223,1858.374,2725.182,127,194,1766,21168.745,59500,1778.784,28734
224,1792.822,1659.435,114,112,1768,21302.132,59519,1740.027,28713
225,1805.374,3540.093,147,230,1685,19567.413,59617,1882.66,28698
226,1725.795,1554.078,141,106,1720,19739.13,59598,1809.007,28682
227,1753.278,2010.43,138,127,1731,19481.979,59612,1795.871,28657
228,1766.685,1763.539,119,127,1723,19485.125,59633,1756.952,28644
229,1748.009,1349.814,134,99,1758,19883.319,59616,1691.229,28626
230,1782.694,1153.826,123,109,1772,20512.187,59615,1612.795,28613
231,1807.76,1504.983,119,115,1776,20814.965,59626,1566.254,28598
232,1800.631,2051.167,133,143,1766,20564.429,59657,1590.114,28577
233,1784.733,1737.379,124,131,1759,20611.783,59679,1586.107,28562
234,1791.993,977.779,135,88,1806,21425.997,59654,1492.281,28540
235,1832.971,1979.89,132,154,1784,21279.078,59699,1514.071,28517
236,1816.489,1669.651,131,135,1780,21425.916,59720,1497.14,28500
237,1814.313,2705.702,149,189,1740,20534.528,59780,1583.683,28480
238,1761.146,2909.255,111,200,1651,19386.419,59887,1695.094,28462
239,1675.372,2228.964,119,169,1601,18832.827,59950,1724.109,28449
240,1623.524,1429.264,98,112,1587,19027.087,59971,1672.1,28442
241,1622.446,1948.253,115,138,1564,18701.28,60003,1664.27,28433
242,1580.077,1695.024,110,105,1569,18586.332,60008,1651.269,28423
243,1591.109,1621.943,112,134,1547,18555.498,60043,1626.228,28410
244,1568.686,1413.275,126,114,1559,18710.909,60043,1583.247,28398
245,1588.725,2345.95,103,157,1505,17953.684,60112,1629.792,28383
246,1520.737,1519.839,113,112,1506,17954.581,60120,1603.06,28374
247,1517.967,2134.598,104,139,1471,17337.95,60163,1644.247,28366
248,1489.43,1850.22,109,138,1442,16977.161,60203,1646.414,28355
249,1459.777,2377.984,113,155,1400,16058.954,60260,1701.794,28340
250,1416.662,945.566,115,79,1436,16530.05,60238,1609.509,28326
251,1456.362,2108.447,120,169,1387,15877.965,60305,1639.041,28308
252,1408.798,1386.375,124,121,1390,15900.388,60320,1591.976,28290
253,1425.788,995.846,118,75,1433,16330.33,60283,1496.575,28284
254,1458.591,1183.18,114,92,1455,16605.741,60270,1439.645,28275
255,1478.653,1167.289,103,97,1461,16917.105,60280,1388.757,28259
256,1483.248,1281.66,97,103,1455,17118.692,60295,1355.799,28250
257,1469.297,1751.668,102,121,1436,16836.321,60326,1381.09,28238
258,1470.006,1019.617,117,73,1480,17286.709,60294,1310.937,28226
259,1498.472,1849.582,103,139,1444,16935.6,60346,1346.329,28210
260,1462.568,1952.93,91,151,1384,16445.237,60424,1388.421,28192
261,1410.442,1573.023,113,130,1367,16282.656,60455,1380.439,28178
262,1386.515,1466.033,103,113,1357,16203.137,60483,1369.484,28160
263,1389.023,1076.354,93,74,1376,16515.806,60472,1308.148,28152
264,1392.727,1146.634,92,76,1392,16761.899,60467,1275.27,28141
265,1413.321,1485.458,116,111,1397,16689.762,60477,1274.968,28126
266,1409.387,1758.298,96,115,1378,16340.851,60511,1310.913,28111
