Step,mass_grown,mass_burnt,trees_grown,trees_burnt,trees_count,trees_mass,ashes_count,ashes_mass,empty_count
100,24829,0,79,0,24908,2196834,68,0,65024
101,24908,0,50,0,24958,2221742,68,0,64974
102,24958,1356,64,14,25008,2245344,82,0,64910
103,25008,539,77,5,25080,2269813,86,0,64834
104,25080,0,66,0,25146,2294893,86,0,64768
105,25146,0,78,0,25224,2320039,86,0,64690
106,25224,0,74,0,25298,2345263,86,0,64616
107,25298,727,70,9,25359,2369834,95,0,64546
108,25359,0,60,0,25419,2395193,95,0,64486
109,25419,641,60,6,25473,2419971,101,0,64426
110,25473,0,69,0,25542,2445444,100,0,64358
111,25542,0,63,0,25605,2470986,100,0,64295
112,25605,0,69,0,25674,2496591,100,0,64226
113,25674,0,51,0,25725,2522265,100,0,64175
114,25725,0,45,0,25770,2547990,100,0,64130
115,25770,1184,65,12,25823,2572576,112,0,64065
116,25823,0,64,0,25887,2598399,112,0,64001
117,25887,0,59,0,25946,2624286,112,0,63942
118,25946,0,76,0,26022,2650232,112,0,63866
119,26022,89,64,1,26085,2676165,113,0,63802
120,26085,339,67,5,26147,2701911,118,0,63735
121,26147,0,53,0,26200,2728058,118,0,63682
122,26200,0,66,0,26266,2754258,117,0,63617
123,26266,0,57,0,26323,2780524,117,0,63560
124,26323,0,56,0,26379,2806847,117,0,63504
125,26379,0,65,0,26444,2833226,117,0,63439
126,26444,0,73,0,26517,2859670,116,0,63367
127,26517,0,73,0,26590,2886187,115,0,63295
128,26590,0,57,0,26647,2912777,115,0,63238
129,26647,0,65,0,26712,2939424,115,0,63173
130,26712,0,70,0,26782,2966136,115,0,63103
131,26782,0,61,0,26843,2992918,115,0,63042
132,26843,0,61,0,26904,3019761,115,0,62981
133,26904,0,65,0,26969,3046665,115,0,62916
134,26969,296,71,4,27036,3073338,119,0,62845
135,27036,0,65,0,27101,3100374,119,0,62780
136,27101,568,71,5,27167,3126907,124,0,62709
137,27167,0,63,0,27230,3154074,124,0,62646
138,27230,0,76,0,27306,3181304,124,0,62570
139,27306,0,72,0,27378,3208610,124,0,62498
140,27378,0,85,0,27463,3235988,124,0,62413
141,27463,0,67,0,27530,3263451,124,0,62346
142,27530,0,55,0,27585,3290981,124,0,62291
143,27585,2497,60,18,27627,3316069,142,0,62231
144,27627,0,56,0,27683,3343696,142,0,62175
145,27683,0,76,0,27759,3371379,141,0,62100
146,27759,146,67,1,27825,3398992,142,0,62033
147,27825,0,70,0,27895,3426817,142,0,61963
148,27895,152,57,1,27951,3454560,143,0,61906
149,27951,0,75,0,28026,3482511,143,0,61831
150,28026,0,58,0,28084,3510537,142,0,61774
151,28084,0,71,0,28155,3538621,142,0,61703
152,28155,0,71,0,28226,3566776,142,0,61632
