Step,mass_grown,mass_burnt,trees_grown,trees_burnt,trees_count,trees_mass,ashes_count,ashes_mass,empty_count
100,80455.93,0,1959,0,58252,2883539.537,10416,84380.99,21332
101,72755.311,666916.134,1614,13402,46464,2289378.714,22629,661664.101,20907
102,392192.711,0,7318,0,53782,2681571.426,15662,249768.98,20556
103,143184.504,0,3332,0,57114,2824755.929,12720,135389.578,20166
104,92270.048,1680865.462,2060,33632,25542,1236160.516,44679,1599473.488,19779
105,883001.416,0,16900,0,42442,2119161.932,28009,582066.722,19549
106,269219.451,1132.166,6792,25,49209,2387249.217,21524,298101.548,19267
107,135676.176,0,3898,0,53107,2522925.394,17932,181824.217,18961
108,94120.919,0,2682,0,55789,2617046.313,15584,122627.877,18627
109,78074.081,37816.25,1972,764,56997,2657304.143,14708,122114.633,18295
110,89977.013,0,1970,0,58967,2747281.156,13050,76923.157,17983
111,71985.518,1310.431,1486,31,60422,2817956.243,11944,57391.711,17634
112,68638.016,0,1209,0,61631,2886594.259,11046,43436.524,17323
113,67187.698,56830.087,1110,1274,61467,2896951.87,11532,84683.252,17001
114,89598.453,1536.076,1521,34,62954,2985014.247,10371,49465.942,16675
115,74951.203,2198439.959,1149,45947,18156,861525.49,55494,2011118.109,16350
116,1085824.347,0,20805,0,38961,1947349.838,34858,742337.95,16181
117,326625.209,0,8322,0,47283,2273975.047,26746,380439.946,15971
118,163204.721,0,4766,0,52049,2437179.768,22228,226474.23,15723
119,105836.284,1400.382,3040,35,55054,2541615.671,19459,151299.867,15487
120,85583.29,0,2236,0,57290,2627198.96,17459,105640.59,15251
121,73789.995,0,1694,0,58984,2700988.955,16011,78576.537,15005
122,70042.37,0,1527,0,60511,2771031.325,14768,59660.513,14721
123,68030.48,0,1255,0,61766,2839061.805,13767,46174.981,14467
124,66815.278,0,1160,0,62926,2905877.084,12876,36508.205,14198
125,66518.978,732294.911,1014,15418,48522,2240101.151,27555,688329.826,13923
126,404191.571,0,7533,0,56055,2644292.721,20239,263827.273,13706
127,152360.522,0,3369,0,59424,2796653.243,17097,141139.024,13479
128,96608.047,1765697.982,2059,37028,24455,1127563.308,52305,1678969.258,13240
129,894205.42,0,17597,0,42052,2021768.728,34835,641321.913,13113
130,279491.688,104.572,7370,4,49418,2301155.843,27627,339844.149,12955
131,147476.033,0,4241,0,53659,2448631.876,23562,207801.701,12779
132,101127.195,2606.686,2858,56,56461,2547152.385,20949,141899.354,12590
133,84236.708,0,2165,0,58626,2631389.092,18972,99933.711,12402
134,75725.331,5,1778,1,60403,2707109.423,17394,72845.509,12203
135,71013.793,0,1447,0,61850,2778123.216,16155,54950.165,11995
136,68777.411,460052.264,1286,10256,52880,2386848.364,25337,456574.774,11783
137,264361.938,0,5209,0,58089,2651210.302,20313,199435.359,11598
138,123743.417,0,2702,0,60791,2774953.718,17797,113837.407,11412
139,89556.139,0,1771,0,62562,2864509.858,16206,73688.527,11232
140,76808.146,81460.73,1396,1696,62262,2859857.273,16705,125388.186,11033
141,110001.707,1481014.219,1889,31323,32828,1488844.761,46325,1398022.457,10847
142,754063.515,0,14644,0,47472,2242908.276,31824,536984.697,10704
143,246992.816,426208.416,6291,8920,44843,2063692.675,34594,667352.986,10563
144,332032.197,0,7506,0,52349,2395724.872,27236,313428.49,10415
145,146074.876,53052.606,3930,1036,55243,2488747.142,24479,236107.111,10278
146,124975.488,0,3077,0,58320,2613722.63,21561,142763.912,10119
147,91320.045,0,2166,1,60485,2705042.675,19524,95487.476,9991
148,76390.573,0,1621,0,62106,2781433.248,18094,70033.155,9800
149,72447.822,2.056,1352,1,63457,2853879.013,16900,52689.869,9643
150,69811.666,0,1188,0,64645,2923690.679,15869,41066.216,9486
151,69205.608,0,1047,0,65692,2992896.287,14997,32398.986,9311
152,68725.355,0,898,0,66590,3061621.642,14249,26125.733,9161
153,68904.652,0,871,0,67461,3130526.294,13526,21198.508,9013
154,69180.46,0,798,0,68259,3199706.754,12891,17359.197,8850
155,69519.694,0,736,0,68995,3269226.448,12323,14362.583,8682
156,69930.758,0,726,0,69721,3339157.206,11772,11990.567,8507
157,70591.471,3206089.428,751,65878,4594,203659.249,77093,2895401.524,8313
158,1556451.533,96.262,29694,2,34286,1760014.52,47459,1054090.474,8255
159,445218.596,772,11560,17,45829,2204461.117,36003,538443.63,8168
160,212493.006,0,6325,0,52154,2416954.123,29786,317935.261,8060
161,130176.081,0,3946,0,56100,2547130.204,25955,208119.654,7945
162,100122.737,1673.05,2876,35,58941,2645579.89,23216,144790.697,7843
163,85811.627,1821.583,2236,45,61132,2729569.934,21133,105080.425,7735
164,78138.589,0,1758,0,62890,2807708.524,19491,77565.793,7619
165,73281.798,23074.549,1463,478,63875,2857915.773,18618,80184.51,7507
166,81141.276,15333.722,1441,368,64948,2923723.326,17669,68700.133,7383
167,79470.586,0,1330,0,66278,3003193.912,16467,47307.534,7255
168,73114.492,2422354.83,1084,52397,14965,653953.574,67907,2215859.636,7128
169,1121398.435,420.388,22922,9,37878,1774931.621,45044,888218.586,7078
