Step,mass_grown,mass_burnt,trees_grown,trees_burnt,trees_count,trees_mass,ashes_count,ashes_mass,empty_count
100,28667,53509,603,779,28491,1055606,35197,0,26312
101,28491,4195,576,93,28974,1079902,34959,0,26067
102,28974,14346,599,235,29338,1094530,34833,0,25829
103,29338,11,607,1,29944,1123857,34485,0,25571
104,29944,5796,615,85,30474,1148005,34221,0,25305
105,30474,0,593,0,31067,1178479,33894,0,25039
106,31067,48318,613,771,30909,1161228,34316,0,24775
107,30909,87126,572,1296,30185,1105011,35301,0,24514
108,30185,48975,613,723,30075,1086221,35672,0,24253
109,30075,10464,598,181,30492,1105832,35496,0,24012
110,30492,13273,622,249,30865,1123051,35381,0,23754
111,30865,5018,592,84,31373,1148898,35126,0,23501
112,31373,5998,585,86,31872,1174273,34865,0,23263
113,31872,103,563,5,32430,1206042,34546,0,23024
114,32430,4161,625,90,32965,1234311,34244,0,22791
115,32965,6486,560,97,33428,1260790,34003,0,22569
116,33428,20380,586,361,33653,1273838,34020,0,22327
117,33653,1897,567,39,34181,1305594,33704,0,22115
118,34181,371,563,13,34731,1339404,33372,0,21897
119,34731,2347,550,70,35211,1371788,33104,0,21685
120,35211,1482,521,23,35709,1405517,32822,0,21469
121,35709,409,528,18,36219,1440817,32520,0,21261
122,36219,25705,522,468,36273,1451331,32680,0,21047
123,36273,668,532,23,36782,1486936,32357,0,20861
124,36782,228,557,6,37333,1523490,32034,0,20633
125,37333,14711,520,273,37580,1546112,31986,0,20434
126,37580,10287,506,179,37907,1573405,31886,0,20207
127,37907,13289,529,273,38163,1598023,31833,0,20004
128,38163,17977,481,367,38277,1618209,31899,0,19824
129,38277,1343,529,39,38767,1655143,31611,0,19622
130,38767,60203,536,925,38378,1633707,32193,0,19429
131,38378,52835,528,799,38107,1619250,32668,0,19225
132,38107,144,541,3,38645,1657213,32339,0,19016
133,38645,3026,507,69,39083,1692832,32084,0,18833
134,39083,17385,521,259,39345,1714530,32013,0,18642
135,39345,13244,457,317,39485,1740631,32036,0,18479
136,39485,21248,481,380,39586,1758868,32114,0,18300
137,39586,90801,485,1523,38548,1707653,33328,0,18124
138,38548,7902,549,169,38928,1738299,33161,0,17911
139,38928,21933,477,455,38950,1755294,33298,0,17752
140,38950,43102,555,873,38632,1751142,33831,0,17537
141,38632,60635,495,739,38388,1729139,34242,0,17370
142,38388,24519,521,505,38404,1743008,34399,0,17197
143,38404,422,545,11,38938,1780990,34030,0,17032
144,38938,18528,510,323,39125,1801400,33999,0,16876
145,39125,13101,500,277,39348,1827424,33949,0,16703
146,39348,39146,516,490,39374,1827626,34090,0,16536
147,39374,16535,537,344,39567,1850465,34071,0,16362
148,39567,12308,527,241,39853,1877724,33954,0,16193
149,39853,73724,550,1287,39116,1843853,34860,0,16024
150,39116,134646,496,2342,37270,1748323,36863,0,15867
151,37270,31212,522,576,37216,1754381,37085,0,15699
152,37216,53757,497,990,36723,1737840,37715,0,15562
153,36723,141243,507,2346,34884,1633320,39690,0,15426
154,34884,21181,491,377,34998,1647023,39707,0,15295
155,34998,22864,555,477,35076,1659157,39786,0,15138
156,35076,0,553,0,35629,1694233,39388,0,14983
157,35629,24402,495,430,35694,1705460,39466,0,14840
158,35694,90338,555,1509,34740,1650816,40573,0,14687
159,34740,55501,545,964,34321,1630055,41144,0,14535
160,34321,41648,557,727,34151,1622728,41452,0,14397
161,34151,6374,558,112,34597,1650505,41156,0,14247
162,34597,1405,550,40,35107,1683697,40795,0,14098
163,35107,164174,548,2400,33255,1554630,42784,0,13961
164,33255,102914,603,1740,32118,1484971,44086,0,13796
165,32118,42071,544,799,31863,1475018,44482,0,13655
166,31863,32877,604,581,31886,1474004,44611,0,13503
167,31886,0,551,0,32437,1505890,44181,0,13382
168,32437,117860,615,1755,31297,1420467,45465,0,13238
169,31297,0,624,0,31921,1451764,44981,0,13098
170,31921,261,557,10,32468,1483424,44564,0,12968
171,32468,329,578,7,33039,1515563,44128,0,12833
172,33039,163890,557,2711,30885,1384712,46411,0,12704
173,30885,32350,609,503,30991,1383247,46444,0,12565
174,30991,498,580,10,31561,1413740,46000,0,12439
175,31561,337,594,13,32142,1444964,45549,0,12309
176,32142,4,574,1,32715,1477102,45116,0,12169
177,32715,238730,574,3781,29508,1271087,48467,0,12025
178,29508,18,593,1,30100,1300577,47981,0,11919
179,30100,0,583,0,30683,1330677,47521,0,11796
180,30683,39272,627,623,30687,1322088,47658,0,11655
181,30687,66186,526,1039,30174,1286589,48256,0,11570
182,30174,107180,618,1469,29323,1209583,49229,0,11448
183,29323,4089,591,81,29833,1234817,48830,0,11337
184,29833,23805,625,420,30038,1240845,48740,0,11222
185,30038,0,573,0,30611,1270883,48285,0,11104
186,30611,17252,606,285,30932,1284242,48074,0,10994
187,30932,2241,634,61,31505,1312933,47626,0,10869
188,31505,57044,581,988,31098,1287394,48140,0,10762
189,31098,286,629,8,31719,1318206,47622,0,10659
190,31719,11503,567,257,32029,1338422,47424,0,10547
191,32029,56503,578,889,31718,1313948,47845,0,10437
192,31718,5888,596,101,32213,1339778,47477,0,10310
193,32213,5719,592,87,32718,1366272,47071,0,10211
194,32718,0,595,0,33313,1398990,46578,0,10109
195,33313,50862,575,764,33124,1381441,46844,0,10032
196,33124,3171,592,56,33660,1411394,46428,0,9912
197,33660,38458,528,533,33655,1406596,46517,0,9828
198,33655,5346,568,119,34104,1434905,46170,0,9726
199,34104,109128,575,1674,33005,1359881,47374,0,9621
200,33005,67155,581,1151,32435,1325731,48038,0,9527
201,32435,1929,629,41,33023,1356237,47563,0,9414
202,33023,101237,589,1544,32068,1288023,48608,0,9324
203,32068,57,532,3,32597,1320034,48151,0,9252
204,32597,5342,563,90,33070,1347289,47765,0,9165
205,33070,59446,592,965,32697,1320913,48224,0,9079
206,32697,48882,631,885,32443,1304728,48590,0,8967
207,32443,3826,589,58,32974,1333345,48166,0,8860
208,32974,24029,567,391,33150,1342290,48073,0,8777
209,33150,9801,586,174,33562,1365639,47757,0,8681
210,33562,1173,614,29,34147,1398028,47259,0,8594
211,34147,3308,553,110,34590,1428867,46902,0,8508
212,34590,67436,525,944,34171,1396021,47399,0,8430
213,34171,55949,532,859,33844,1374243,47811,0,8345
214,33844,1458,549,53,34340,1406629,47397,0,8263
215,34340,2409,580,43,34877,1438560,46956,0,8167
216,34877,4515,544,78,35343,1468922,46562,0,8095
217,35343,93998,543,1558,34328,1410267,47667,0,8005
218,34328,297,564,7,34885,1444298,47190,0,7925
219,34885,135924,545,2240,33190,1343259,48951,0,7859
220,33190,16707,573,342,33421,1359742,48803,0,7776
221,33421,2166,549,60,33910,1390997,48388,0,7702
222,33910,1361,527,29,34408,1423546,47963,0,7629
223,34408,0,579,0,34987,1457954,47443,0,7570
224,34987,8565,546,193,35340,1484376,47166,0,7494
225,35340,2787,535,61,35814,1516929,46754,0,7432
226,35814,22823,581,385,36010,1529920,46655,0,7335
227,36010,20244,501,425,36086,1545686,46647,0,7267
228,36086,28830,593,479,36200,1552942,46612,0,7188
229,36200,13566,537,278,36459,1575576,46426,0,7115
230,36459,33,517,1,36975,1612002,45969,0,7056
231,36975,0,579,0,37554,1648977,45481,0,6965
232,37554,2725,545,64,38035,1683806,45082,0,6883
233,38035,6858,519,148,38406,1714983,44764,0,6830
234,38406,28350,502,515,38393,1725039,44854,0,6753
235,38393,56590,543,1043,37893,1706842,45424,0,6683
236,37893,32730,546,537,37902,1712005,45481,0,6617
237,37902,21009,545,349,38098,1728898,45367,0,6535
238,38098,17764,522,318,38302,1749232,45223,0,6475
239,38302,47909,499,829,37972,1739625,45610,0,6418
240,37972,150603,511,2142,36341,1626994,47302,0,6357
