Step,mass_grown,mass_burnt,trees_grown,trees_burnt,trees_count,trees_mass,ashes_count,ashes_mass,empty_count
100,9541.12,9069.28,800,720,9480,101346.462,56135,8485.24,24385
101,9595.641,9270.325,741,744,9477,101671.779,56332,8448.107,24191
102,9619.228,10143.532,792,828,9441,101147.474,56572,8475.421,23987
103,9580.302,9237.33,766,768,9439,101490.447,56757,8412.31,23804
104,9568.716,8893.485,788,749,9478,102165.678,56917,8330.712,23605
105,9595.579,11135.043,784,920,9342,100626.214,57253,8493.566,23405
106,9458.109,9583.747,764,761,9345,100500.576,57439,8486.475,23216
107,9463.799,10331.164,744,832,9257,99633.211,57716,8552.145,23027
108,9393.414,7234.482,752,589,9420,101792.143,57715,8283.964,22865
109,9550.437,9087.917,756,704,9472,102254.662,57840,8233.923,22688
110,9587.346,11007.45,774,852,9394,100834.558,58081,8395.929,22525
111,9511.987,10168.38,711,806,9299,100178.165,58349,8455.187,22352
112,9437.512,8596.868,761,692,9368,101018.81,58445,8330.843,22187
113,9484.237,9792.058,770,778,9360,100710.989,58639,8360.727,22001
114,9469.845,11520.909,775,886,9249,98659.926,58923,8566.9,21828
115,9409.421,8111.318,806,664,9391,99958.029,58950,8360.921,21659
116,9517.133,9616.1,783,777,9397,99859.062,59114,8360.305,21489
117,9539.278,7970.413,796,695,9498,101427.927,59168,8179.038,21334
118,9617.547,11559.861,774,932,9340,99485.613,59513,8397.573,21147
119,9485.229,10259.984,797,806,9331,98710.858,59704,8438.586,20965
120,9464.531,9527.008,771,768,9334,98648.382,59879,8413.897,20787
121,9476.856,9116.525,776,776,9334,99008.713,60038,8341.303,20628
122,9463.843,7966.419,745,642,9437,100506.138,60112,8173.971,20451
123,9582.862,8697.477,749,652,9534,101391.523,60178,8080.46,20288
124,9657.315,9990.143,767,818,9483,101058.695,60387,8148.113,20130
125,9602.271,9660.853,715,745,9453,101000.113,60573,8180.117,19974
126,9600.781,9369.327,751,707,9497,101231.566,60686,8151.257,19817
127,9655.567,8226.481,789,668,9618,102660.652,60726,8000.213,19656
128,9737.807,10072.738,755,787,9586,102325.721,60923,8087.658,19491
129,9729.792,9488.365,782,818,9550,102567.148,61130,8083.937,19320
130,9711.578,11885.794,777,911,9416,100392.932,61435,8302.544,19149
131,9565.937,11511.24,769,909,9276,98447.629,61727,8473.477,18997
132,9399.925,6474.48,781,576,9481,101373.074,61677,8149.652,18842
133,9621.399,10267.118,799,816,9464,100727.356,61847,8221,18689
134,9583.037,10174.496,719,807,9376,100135.896,62074,8297.312,18550
135,9487.22,9907.101,749,787,9338,99716.015,62246,8347.071,18416
136,9466.204,9672.978,720,772,9286,99509.241,62455,8351.458,18259
137,9417.185,11248.829,753,906,9133,97677.598,62745,8510.01,18122
138,9250.891,8251.707,747,651,9229,98676.782,62789,8366.288,17982
139,9348.439,8479.76,739,662,9306,99545.461,62841,8258.196,17853
140,9431.44,7135.544,764,567,9503,101841.357,62780,8020.492,17717
141,9595.361,9981.374,721,777,9447,101455.345,62977,8124.219,17576
142,9550.063,11495.626,732,890,9289,99509.781,63270,8358.297,17441
143,9395.658,11340.621,747,930,9106,97564.819,63606,8549.871,17288
144,9234.334,7481.515,720,574,9252,99317.637,63583,8314.701,17165
145,9381.447,8473.583,770,675,9347,100225.501,63607,8201.143,17046
146,9444.53,8006.724,776,634,9489,101663.306,63605,8084.171,16906
147,9610.935,8082.962,830,650,9669,103191.28,63569,7962.115,16762
148,9778.34,9902.531,749,778,9640,103067.088,63750,8046.817,16610
149,9746.315,9537.517,748,760,9628,103275.886,63889,8089.572,16483
150,9765.789,10581.213,785,808,9605,102460.462,64046,8200.946,16349
151,9727.728,11311.664,773,892,9486,100876.525,64314,8389.29,16200
152,9602.411,9912.401,705,827,9364,100566.535,64552,8425.191,16084
153,9518.099,11983.341,821,965,9220,98101.292,64850,8626.907,15930
154,9381.774,7902.28,782,659,9343,99580.786,64849,8392.671,15808
155,9457.246,10763.483,707,833,9217,98274.549,65091,8515.506,15692
156,9359.503,9321.373,759,696,9280,98312.679,65159,8453.59,15561
157,9395.036,10522.598,761,876,9165,97185.118,65414,8545.454,15421
158,9288.505,7791.003,723,684,9204,98682.62,65516,8346.504,15280
159,9328.918,6234.332,729,510,9423,101777.206,65436,8010.368,15141
160,9558.825,8381.308,762,674,9511,102954.723,65465,7911.637,15024
161,9621.759,9336.176,770,737,9544,103240.305,65536,7943.333,14920
162,9664.826,8510.33,803,712,9635,104394.801,65582,7879.207,14783
163,9746.444,13372.425,762,1005,9392,100768.821,65946,8317.084,14662
164,9513.518,12230.952,778,921,9249,98051.387,66231,8586.953,14520
165,9391.754,13355.91,755,1058,8946,94087.23,66651,8921.095,14403
166,9073.345,8437.324,716,672,8990,94723.251,66720,8745.373,14290
167,9113.614,9154.472,758,743,9005,94682.394,66806,8662.669,14189
168,9153.888,8230.247,740,658,9087,95606.034,66825,8470.539,14088
169,9232.115,8352.417,715,656,9146,96485.733,66864,8313.611,13990
170,9279.876,10113.08,794,850,9090,95652.528,67061,8359.682,13849
171,9232.208,6764.921,731,560,9261,98119.815,67003,8057.999,13736
172,9365.314,8110.838,727,690,9298,99374.291,67064,7958.968,13638
173,9403.204,10387.921,765,835,9228,98389.574,67248,8096.66,13524
174,9357.227,11400.46,771,900,9099,96346.341,67505,8297.812,13396
175,9225.747,8922.858,744,750,9093,96649.23,67619,8233.57,13288
176,9217.809,9990.671,720,758,9055,95876.369,67766,8284.47,13179
177,9191.986,7674.097,761,642,9174,97394.258,67735,8086.447,13091
178,9318.249,6767.211,780,580,9374,99945.297,67640,7810.274,12986
179,9485.668,11481.073,739,886,9227,97949.891,67906,8065.686,12867
180,9337.608,7948.608,757,672,9312,99338.891,67925,7943.37,12763
181,9438.321,11010.981,776,860,9228,97766.231,68106,8123.81,12666
182,9345.004,7307.119,780,624,9384,99804.117,68059,7925.137,12557
183,9487.062,11005.836,747,875,9256,98285.342,68292,8130.145,12452
184,9375.996,8098.863,766,668,9354,99562.475,68293,8007.021,12353
185,9474.398,8960.522,747,718,9383,100076.352,68368,7981.972,12249
186,9526.048,7360.126,759,626,9516,102242.273,68347,7776.74,12137
187,9638.801,9889.601,755,804,9467,101991.474,68487,7865.225,12046
188,9591.562,9613.412,739,775,9431,101969.623,68619,7915.482,11950
