Step,mass_grown,mass_burnt,trees_grown,trees_burnt,trees_count,trees_mass,ashes_count,ashes_mass,empty_count
100,75054.215,79347.239,3825,3915,50873,970999.886,38614,75776.961,513
101,78035.471,75223.838,3719,3769,50823,973811.519,38700,72261.098,477
102,74044.473,75995.089,3692,3681,50834,971860.903,38719,73041.526,447
103,76171.648,68095.363,3797,3344,51287,979937.189,38298,65774.685,415
104,74341.78,62605.367,3588,3138,51737,991673.602,37864,60360.657,399
105,72521.983,73569.882,3596,3588,51745,990625.702,37882,69939.517,373
106,76447.678,69821.98,3729,3417,52057,997251.4,37589,67088.992,354
107,75381.926,80043.397,3648,3950,51755,992589.929,37907,76156.298,338
108,77823.73,72183.264,3733,3562,51926,998230.396,37745,69684.042,329
109,76068.757,69556.483,3687,3458,52155,1004742.669,37539,66886.71,306
110,75236.728,78465.478,3549,3735,51969,1001513.92,37740,74742.965,291
111,78316.017,81702.177,3591,3990,51570,998127.76,38162,78078.81,268
112,79519.968,70642.436,3898,3458,52010,1007005.292,37732,68280.521,258
113,76200.009,68725.099,3666,3372,52304,1014480.202,37446,65992.862,250
114,76726.595,83420.441,3686,4049,51941,1007786.356,37824,78964.061,235
115,80945.522,74678.403,3812,3659,52094,1014053.475,37684,71884.244,222
116,79089.131,88394.91,3720,4136,51678,1004747.696,38110,83744.384,212
117,83423.618,89522.837,3906,4131,51453,998648.477,38345,85417.701,202
118,83406.22,77717.734,3940,3731,51662,1004336.963,38147,74937.372,191
119,78030.965,69937.829,3894,3448,52108,1012430.099,37715,67507.899,177
120,76494.264,79362.741,3647,3802,51953,1009561.622,37879,75467.672,168
121,77437.449,73816.717,3789,3654,52088,1013182.354,37752,71150.207,160
122,77397.365,81581.665,3675,3927,51836,1008998.054,38011,77726.368,153
123,80163.862,80860.171,3786,3936,51686,1008301.745,38165,77399.25,149
124,79117.243,73213.691,3706,3571,51821,1014205.297,38040,70584.331,139
125,76501.349,72544.105,3679,3532,51968,1018162.541,37899,69605.866,133
126,76865.726,78096.026,3749,3803,51914,1016932.241,37959,74480.596,127
127,78353.517,80354.698,3664,3899,51679,1014931.06,38202,76829.564,119
128,79773.495,76772.528,3783,3712,51750,1017932.026,38139,73656.621,111
129,77314.261,80133.489,3757,3850,51657,1015112.798,38236,76645.329,107
130,79456.361,81867.946,3793,3949,51501,1012701.213,38395,78256.867,104
131,80388.82,73038.621,3851,3546,51806,1020051.412,38096,70350.687,98
132,78234.692,96224.535,3879,4571,51114,1002061.569,38796,90700.629,90
133,84512.373,79113.178,4032,3747,51399,1007460.764,38514,76560.993,87
134,79284.375,89365.417,3820,4212,51007,997379.723,38914,84986.599,79
135,82579.503,72457.559,3898,3486,51419,1007501.667,38506,70202.407,75
136,77532.517,78410.087,3741,3681,51479,1006624.096,38453,74687.818,68
137,78661.192,73351.166,3787,3619,51647,1011934.122,38290,70464.588,63
138,76612.197,77500.084,3731,3756,51622,1011046.234,38317,74022.624,61
139,79394.273,85764.957,3801,4147,51276,1004675.551,38665,81504.915,59
140,82270.615,73100.709,3895,3542,51629,1013845.457,38313,70497.283,58
141,76700.38,74003.087,3757,3603,51783,1016542.749,38161,70866.798,56
142,77383.711,67981.114,3749,3359,52173,1025945.347,37774,65425.159,53
143,75444.603,69821.462,3718,3377,52514,1031568.488,37438,66796.098,48
144,77363.574,85074.33,3631,4121,52024,1023857.732,37930,80485.443,46
145,82032.362,70227.054,3909,3455,52478,1035663.041,37477,67918.631,45
146,77428.021,93427.23,3703,4478,51703,1019663.832,38254,88104.145,43
147,85648.412,64886.75,4027,3169,52561,1040425.495,37397,63436.777,42
148,76479.677,81517.606,3734,3948,52347,1035387.566,37612,77051.892,41
149,81137.04,81109.017,3749,3825,52271,1035415.589,37690,77504.411,39
150,81565.402,86285.922,3785,4101,51955,1030695.07,38011,82152.837,34
151,82024.757,75183.407,3791,3588,52158,1037536.419,37812,72539.266,30
