Step,mass_grown,mass_burnt,trees_grown,trees_burnt,trees_count,trees_mass,ashes_count,ashes_mass,empty_count
100,63208.167,0,776,0,63930,2155233.524,18872,101.548,7198
101,63930.124,0,809,0,64739,2219163.649,18306,10.031,6955
102,64739.004,0,758,0,65497,2283902.653,17761,0.999,6742
103,65497.001,0,771,0,66268,2349399.653,17223,0.099,6509
104,66268,0,764,0,67032,2415667.654,16669,0.01,6299
105,67032,0,793,0,67825,2482699.654,16109,0.001,6066
106,67825,0,763,0,68588,2550524.654,15578,0,5834
107,68588,0,758,0,69346,2619112.654,15042,0,5612
108,69346,3044.057,694,90,69950,2685414.596,14630,2739.652,5420
109,70072.463,0,700,0,70650,2755487.059,14099,151.502,5251
110,70650.36,2129926.495,740,52045,19345,696210.925,65606,1916948.635,5049
111,119248.566,2.25,20427,1,39771,815457.24,45290,91793.323,4939
112,40258.853,0,1746,0,41517,855716.093,43648,8691.479,4835
113,41532.61,0,896,0,42413,897248.703,42841,853.538,4746
114,42414.147,0,779,0,43192,939662.85,42160,84.207,4648
115,43192.116,8.715,816,1,44007,982846.25,41444,16.149,4549
116,44007.012,0,817,0,44824,1026853.263,40725,1.603,4451
117,44824.001,0,862,0,45686,1071677.264,39962,0.159,4352
118,45686,0,773,0,46459,1117363.264,39270,0.016,4271
119,46459,0,823,0,47282,1163822.264,38530,0.002,4188
120,47282,85.89,820,3,48099,1211018.374,37829,77.301,4072
121,48099,0,836,0,48935,1259117.374,37090,7.73,3975
122,48935,155.473,814,6,49743,1307896.901,36367,140.699,3890
123,49746.96,0,754,0,50497,1357643.861,35693,10.11,3810
124,50497,0,838,0,51335,1408140.861,34933,1.011,3732
125,51335,0,737,0,52072,1459475.861,34281,0.101,3647
126,52072,32.771,848,2,52918,1511515.09,33517,29.504,3565
127,52918,0,809,0,53727,1564433.09,32795,2.95,3478
128,53727,115820.937,817,2379,52165,1502339.153,34436,104239.138,3399
129,58051.719,0,1789,0,53954,1560390.872,32725,4537.195,3321
130,53981.98,0,876,0,54830,1614372.852,31939,425.74,3231
131,54830.923,211.081,830,9,55651,1668992.695,31194,231.623,3155
132,55655.069,0,837,0,56488,1724647.763,30439,19.093,3073
133,56488.609,3530.622,771,89,57170,1777605.751,29849,3178.86,2981
134,57341.001,0,856,0,58026,1834946.752,29080,146.885,2894
135,58027.656,0,782,0,58808,1892974.407,28384,13.033,2808
136,58808.024,0,819,0,59627,1951782.431,27658,1.279,2715
137,59627,33958.886,766,731,59662,1977450.546,27708,30563.125,2630
138,61454.38,0,1127,0,60789,2038904.926,26658,1263.932,2553
139,60796.069,0,761,0,61550,2099700.995,25984,119.324,2466
140,61550.189,1245.154,753,37,62266,2160006.03,25347,1132.382,2387
141,62317.279,0,794,0,63060,2222323.309,24635,61.959,2305
142,63060.444,469.361,736,17,63779,2284914.392,23991,428.177,2230
143,63787.055,0,775,0,64554,2348701.447,23294,34.763,2152
144,64554.306,0,756,0,65310,2413255.753,22608,3.17,2082
145,65310,0,741,0,66051,2478565.753,21940,0.317,2009
146,66051,0,695,0,66746,2544616.753,21313,0.032,1941
147,66746,154042.461,745,3135,64356,2457320.291,23769,138638.218,1875
148,72607.6,43634.869,2072,823,65605,2486293.023,22573,44883.604,1822
149,68235.704,15706.843,1210,371,66444,2538821.884,21795,15993.815,1761
