Step,mass_grown,mass_burnt,trees_grown,trees_burnt,trees_count,trees_mass,ashes_count,ashes_mass,empty_count
100,25769.072,8612.87,281,102,24148,1816168.889,681,12118.795,65171
101,25188.546,11937.369,188,142,24194,1829420.066,701,13977.635,65105
102,25444.094,5297.225,210,80,24324,1849566.934,636,7986.528,65040
103,24946.906,13350.377,150,156,24318,1861163.464,715,14947.058,64967
104,25689.478,12560.396,220,154,24384,1874292.545,712,14393.41,64904
105,25655.338,7438.03,214,87,24511,1892509.853,658,10132.258,64831
106,25439.427,15105.31,182,185,24508,1902843.97,734,15995.967,64758
107,25999.424,8117.475,226,89,24645,1920725.92,665,10313.278,64690
108,25606.26,8983.211,177,115,24707,1937348.968,674,10308.501,64619
109,25613.115,14948.897,166,181,24692,1948013.186,755,16070.626,64553
110,26183.43,15013.664,219,168,24743,1959182.953,764,16523.986,64493
111,26295.408,14038.239,235,181,24797,1971440.122,777,15649.33,64426
112,26208.776,12285.565,222,158,24861,1985363.333,776,14433.419,64363
113,26114.312,22013.646,212,246,24827,1989463.999,879,23430.55,64294
114,27085.277,10684.185,304,114,25017,2005865.091,752,13114.765,64231
115,26203.02,14967.555,198,167,25048,2017100.556,792,16381.905,64160
116,26573.273,9767.894,215,120,25143,2033905.935,754,11742.364,64103
117,26165.344,9891.648,188,110,25221,2050179.631,746,11961.512,64033
118,26354.233,16486.052,190,192,25219,2060047.813,813,17113.707,63968
119,26753.999,15139.08,216,163,25272,2071662.732,822,17156.514,63906
120,26755.801,10893.681,205,119,25358,2087524.851,791,13735.971,63851
121,26609.319,17694.965,214,191,25381,2096439.205,841,18951.974,63778
122,27206.295,18618.473,259,190,25450,2105027.027,853,19716.748,63697
123,27302.945,15067.74,247,172,25525,2117262.232,845,16852.533,63630
124,27059.33,20910.867,225,219,25531,2123410.695,901,22203.087,63568
125,27586.143,9211.5,273,96,25708,2141785.338,794,12233.842,63498
126,26729.831,15264.605,163,168,25703,2153250.564,854,17019.127,63443
127,27237.453,11619.7,222,133,25792,2168868.317,839,13962.863,63369
128,27027.481,22791.459,200,247,25745,2173104.339,952,23759.564,63303
129,27928.073,27664.369,276,271,25750,2173368.043,1008,29117.882,63242
130,28459.023,32029.013,317,345,25722,2169798.053,1101,33503.999,63177
131,28762.85,18041.27,359,182,25899,2180519.633,982,22254.094,63119
132,27916.651,23602.391,280,233,25946,2184833.893,1002,25631.977,63052
133,28332.549,8049.105,296,107,26135,2205117.337,879,11498.033,62986
134,26983.794,19892.706,169,208,26096,2212208.425,978,22133.517,62926
135,28055.021,24960.236,245,259,26082,2215303.211,1051,26958.188,62867
136,28522.583,20956.744,297,229,26150,2222869.049,1042,23831.195,62808
137,28257.937,20022.214,276,201,26225,2231104.772,1029,22980.632,62746
138,28244.885,19278.8,258,203,26280,2240070.858,1042,22176.519,62678
139,28140.4,26325.736,251,249,26282,2241885.521,1099,29167.432,62619
140,29001.91,19002.075,324,175,26431,2251885.356,1011,21789.364,62558
141,28485.416,20245.799,267,215,26483,2260124.973,1018,21744.904,62499
142,28461.817,16979.843,251,151,26583,2271606.947,977,19301.919,62440
143,28408.205,13254.471,246,142,26687,2286760.681,941,15087.902,62372
144,27993.886,24200.303,202,236,26653,2290554.264,1044,25415.413,62303
145,29012.944,9047.796,287,100,26840,2310519.411,932,12360.392,62228
146,27901.695,22002.31,175,233,26782,2316418.796,1044,22946.179,62174
147,28769.954,16998.572,246,167,26861,2328190.177,1020,20272.691,62119
148,28698.253,27357.791,237,284,26814,2329530.639,1126,28465.158,62060
149,29358.306,17552.931,295,174,26935,2341336.013,1066,21172.527,61999
150,28738.873,32057.498,235,330,26840,2338017.389,1215,33787.162,61945
151,29890.428,12350.792,335,117,27058,2355557.025,1054,17085.307,61888
152,28440.698,7642.472,210,74,27194,2376355.252,986,11700.715,61820
153,28080.219,11719.095,142,121,27215,2392716.376,1019,14379.859,61766
154,28466.496,20594.819,174,222,27167,2400588.054,1112,21779.744,61721
155,29083.191,19695.586,249,187,27229,2409975.659,1103,22323.076,61668
156,29206.256,14410.896,253,145,27337,2424771.018,1065,17542.273,61598
157,28879.306,17493.895,228,193,27372,2436156.429,1105,19703.796,61523
158,29122.085,16272.32,261,176,27457,2449006.194,1105,18976.741,61438
159,29059.318,29273.388,226,270,27413,2448792.124,1214,31038.254,61373
160,30234.68,11014.747,313,123,27603,2468012.058,1082,15269.58,61315
161,28787.677,14035.774,199,132,27670,2482763.961,1083,17503.724,61247
162,29208.535,28167.747,230,236,27664,2483804.749,1164,29327.51,61172
163,30500.978,20263.179,302,221,27745,2494042.547,1142,21816.816,61113
164,29624.183,17420.642,248,186,27807,2506246.089,1152,20633.061,61041
165,29553.775,11838.991,240,128,27919,2523960.873,1104,15663.874,60977
166,29200.743,20584.625,215,183,27951,2532576.99,1144,23022.963,60905
167,29929.484,17255.163,217,192,27976,2545251.312,1173,20396.955,60851
168,29756.137,34866.146,250,330,27896,2540141.302,1314,35965.56,60790
169,31149.792,15445.547,334,188,28042,2555845.547,1223,19991.868,60735
170,29579.343,22144.913,231,203,28070,2563279.977,1249,26166.016,60681
171,30373.388,15631.621,282,165,28187,2578021.744,1195,19425.378,60618
172,29723.933,23325.954,216,254,28149,2584419.723,1296,26587.802,60555
173,30376.112,12903.355,282,131,28300,2601892.48,1196,18036.034,60504
174,29782.254,26756.238,224,269,28255,2604918.496,1303,28988.763,60442
175,30848.686,14858.45,302,143,28414,2620908.732,1201,18837.316,60385
176,29986.593,28739.824,197,312,28299,2622155.501,1358,30439.092,60343
177,30906.624,27495.175,316,240,28375,2625566.95,1334,31516.223,60291
178,31239.815,25256.398,315,273,28417,2631550.367,1348,28147.025,60235
179,30809.723,19612.616,295,204,28508,2642747.474,1314,24104.171,60178
180,30622.065,23282.543,281,248,28541,2650086.996,1342,26150.459,60117
181,30729.471,21157.599,272,228,28585,2659658.868,1350,25329.013,60065
182,30740.798,23266.258,287,242,28630,2667133.407,1379,26916.567,59991
183,30881.98,19715.649,283,204,28709,2678299.738,1354,24248.174,59937
184,30766.508,19843.807,281,185,28805,2689222.439,1322,23694.212,59873
185,30906.349,24995.879,277,226,28856,2695132.909,1347,27401.943,59797
186,31314.94,29511.339,272,271,28857,2696936.51,1398,31539.491,59745
187,31722.65,60519.19,304,564,28597,2668139.971,1719,59797.962,59684
188,34142.29,26896.405,550,232,28915,2675385.856,1460,33067.317,59625
189,31865.964,33620.989,331,354,28892,2673630.83,1542,36439.802,59566
