Step,mass_grown,mass_burnt,trees_grown,trees_burnt,trees_count,trees_mass,ashes_count,ashes_mass,empty_count
100,23296,22799,5249,5259,23286,78301,66694,0,20
101,23286,24941,5374,5706,22954,76646,67026,0,20
102,22954,23523,5346,5351,22949,76077,67033,0,18
103,22949,20854,5410,4806,23553,78172,66429,0,18
104,23553,22177,5313,5146,23720,79548,66263,0,17
105,23720,25518,5238,5750,23208,77750,66777,0,15
106,23208,24152,5277,5470,23015,76806,66970,0,15
107,23015,20475,5468,4792,23691,79346,66297,0,12
108,23691,20441,5216,4746,24161,82596,65829,0,10
109,24161,27121,5303,6156,23308,79636,66682,0,10
110,23308,23236,5297,5363,23242,79708,66750,0,8
111,23242,23464,5384,5278,23348,79486,66645,0,7
112,23348,25672,5446,5769,23025,77162,66968,0,7
113,23025,23825,5313,5436,22902,76362,67093,0,5
114,22902,24006,5285,5430,22757,75258,67238,0,5
115,22757,21718,5386,5056,23087,76297,66908,0,5
116,23087,23209,5426,5381,23132,76175,66863,0,5
117,23132,21302,5190,5101,23221,78005,66774,0,5
118,23221,25453,5400,5719,22902,75773,67094,0,4
119,22902,23121,5448,5350,23000,75554,66996,0,4
120,23000,23839,5327,5659,22668,74715,67328,0,4
121,22668,21823,5429,5164,22933,75560,67063,0,4
122,22933,23389,5328,5480,22781,75104,67216,0,3
123,22781,20983,5321,5008,23094,76902,66903,0,3
124,23094,22744,5285,5204,23175,77252,66824,0,1
125,23175,25138,5343,5584,22934,75289,67065,0,1
126,22934,21697,5310,5062,23182,76526,66817,0,1
127,23182,22939,5332,5376,23138,76769,66861,0,1
128,23138,21237,5320,5008,23450,78670,66549,0,1
129,23450,23754,5329,5482,23297,78366,66702,0,1
130,23297,22372,5435,5235,23497,79291,66502,0,1
131,23497,24031,5305,5401,23401,78757,66598,0,1
132,23401,24848,5284,5632,23053,77310,66946,0,1
133,23053,23499,5362,5336,23079,76864,66920,0,1
