Step,mass_grown,mass_burnt,trees_grown,trees_burnt,trees_count,trees_mass,ashes_count,ashes_mass,empty_count
100,15728,15845,5972,5740,15960,35744,74019,0,21
101,15960,16291,5803,5990,15773,35413,74210,0,17
102,15773,15029,5982,5814,15941,36157,74045,0,14
103,15941,16518,5937,6220,15658,35580,74329,0,13
104,15658,16034,6031,5980,15709,35204,74278,0,13
105,15709,14763,5838,5634,15913,36150,74074,0,13
106,15913,15388,5795,5791,15917,36675,74070,0,13
107,15917,16632,5993,6111,15799,35960,74188,0,13
108,15799,15554,5966,5915,15850,36205,74139,0,11
109,15850,15834,5836,5849,15837,36221,74152,0,11
110,15837,15352,5908,5728,16017,36706,73972,0,11
111,16017,15621,5879,6005,15891,37102,74098,0,11
112,15891,16162,5954,5843,16002,36831,73987,0,11
113,16002,15922,5830,5884,15948,36911,74043,0,9
114,15948,16574,5898,6042,15804,36285,74187,0,9
115,15804,15083,5873,5726,15951,37006,74041,0,8
116,15951,16218,5932,5949,15934,36739,74060,0,6
117,15934,16212,6034,5961,16007,36461,73987,0,6
118,16007,17196,5973,6313,15667,35272,74327,0,6
119,15667,14968,5965,5686,15946,35971,74050,0,4
120,15946,16217,5870,6072,15744,35700,74252,0,4
121,15744,16259,5877,6130,15491,35185,74505,0,4
122,15491,15088,6048,5648,15891,35588,74105,0,4
123,15891,15525,5884,5861,15914,35954,74082,0,4
124,15914,16377,5837,6197,15554,35491,74443,0,3
125,15554,15026,5952,5747,15759,36019,74238,0,3
126,15759,15855,5953,5976,15736,35923,74261,0,3
127,15736,15147,5969,5787,15918,36512,74079,0,3
128,15918,16538,5928,6106,15740,35892,74258,0,2
129,15740,15599,5865,5756,15849,36033,74149,0,2
130,15849,16410,6004,6128,15725,35472,74273,0,2
131,15725,15628,6030,5987,15768,35569,74230,0,2
132,15768,15996,6071,5950,15889,35341,74109,0,2
133,15889,15865,5905,6105,15689,35365,74309,0,2
134,15689,15919,6047,6000,15736,35135,74263,0,1
135,15736,16114,5937,6002,15671,34757,74328,0,1
136,15671,15289,5965,5910,15726,35139,74273,0,1
137,15726,15331,5927,5853,15800,35534,74199,0,1
138,15800,16019,5817,5975,15642,35315,74357,0,1
139,15642,16267,6026,6103,15565,34690,74434,0,1
140,15565,14937,6039,5681,15923,35318,74076,0,1
141,15923,15589,5866,5923,15866,35652,74134,0,0
142,15866,14963,5862,5734,15994,36555,74006,0,0
143,15994,16251,5923,5982,15935,36298,74065,0,0
144,15935,16143,5997,6051,15881,36090,74119,0,0
145,15881,15523,6028,5967,15942,36448,74058,0,0
146,15942,15771,5935,5896,15981,36619,74019,0,0
147,15981,16507,5760,6081,15660,36093,74340,0,0
148,15660,15679,5831,5774,15717,36074,74283,0,0
149,15717,14645,5939,5481,16175,37146,73825,0,0
150,16175,16255,5882,6082,15975,37066,74025,0,0
151,15975,15957,5943,5995,15923,37084,74077,0,0
152,15923,16462,5987,6043,15867,36545,74133,0,0
153,15867,15871,5953,5950,15870,36541,74130,0,0
154,15870,16038,5971,5913,15928,36373,74072,0,0
155,15928,16238,5969,6075,15822,36063,74178,0,0
156,15822,15718,5827,5919,15730,36167,74270,0,0
157,15730,15945,5787,5836,15681,35952,74319,0,0
158,15681,15266,5973,5665,15989,36367,74011,0,0
159,15989,16014,6002,5983,16008,36342,73992,0,0
160,16008,16158,5921,6031,15898,36192,74102,0,0
161,15898,15292,5875,5840,15933,36798,74067,0,0
162,15933,16151,6031,6056,15908,36580,74092,0,0
163,15908,16087,6064,6002,15970,36401,74030,0,0
164,15970,16588,5971,6160,15781,35783,74219,0,0
165,15781,16016,5984,5934,15831,35548,74169,0,0
166,15831,15029,5992,5908,15915,36350,74085,0,0
167,15915,16113,5845,5874,15886,36152,74114,0,0
168,15886,15606,5955,5957,15884,36432,74116,0,0
169,15884,16200,5871,6039,15716,36116,74284,0,0
170,15716,16387,5947,6056,15607,35445,74393,0,0
171,15607,16057,6085,5958,15734,34995,74266,0,0
172,15734,15799,5974,5980,15728,34930,74272,0,0
173,15728,14481,5882,5531,16079,36177,73921,0,0
174,16079,16045,5947,5905,16121,36211,73879,0,0
175,16121,15971,5932,6049,16004,36361,73996,0,0
176,16004,15702,5831,5901,15934,36663,74066,0,0
177,15934,16408,5947,5982,15899,36189,74101,0,0
178,15899,16080,5927,6011,15815,36008,74185,0,0
179,15815,16641,5997,6165,15647,35182,74353,0,0
180,15647,13941,5858,5342,16163,36888,73837,0,0
181,16163,16038,5879,5883,16159,37013,73841,0,0
182,16159,15733,5887,5809,16237,37439,73763,0,0
183,16237,16379,5959,5974,16222,37297,73778,0,0
184,16222,16477,5898,6077,16043,37042,73957,0,0
185,16043,16129,5971,5982,16032,36956,73968,0,0
186,16032,17026,5915,6267,15680,35962,74320,0,0
187,15680,16393,5999,6266,15413,35249,74587,0,0
188,15413,16259,6040,6047,15406,34403,74594,0,0
189,15406,14391,6061,5606,15861,35418,74139,0,0
190,15861,16122,5945,6058,15748,35157,74252,0,0
191,15748,15179,5858,5838,15768,35726,74232,0,0
192,15768,15504,5886,5738,15916,35990,74084,0,0
193,15916,15812,5757,6028,15645,36094,74355,0,0
194,15645,16013,5977,6073,15549,35726,74451,0,0
195,15549,14836,5857,5684,15722,36439,74278,0,0
196,15722,16149,5955,5809,15868,36012,74132,0,0
197,15868,15949,5927,6102,15693,35931,74307,0,0
198,15693,15737,5940,5836,15797,35887,74203,0,0
199,15797,15174,5890,5656,16031,36510,73969,0,0
200,16031,16077,6035,6091,15975,36464,74025,0,0
201,15975,17481,5948,6407,15516,34958,74484,0,0
202,15516,15028,5911,5667,15760,35446,74240,0,0
203,15760,15276,5998,5934,15824,35930,74176,0,0
204,15824,15867,5894,6031,15687,35887,74313,0,0
205,15687,16733,5922,6202,15407,34841,74593,0,0
206,15407,14900,5934,5768,15573,35348,74427,0,0
207,15573,15055,5997,5710,15860,35866,74140,0,0
208,15860,15447,5858,5698,16020,36279,73980,0,0
209,16020,15984,5969,6009,15980,36315,74020,0,0
210,15980,16130,5885,5987,15878,36165,74122,0,0
211,15878,16555,6010,6163,15725,35488,74275,0,0
212,15725,15403,5901,5770,15856,35810,74144,0,0
213,15856,15233,5911,5923,15844,36433,74156,0,0
214,15844,15569,5984,5871,15957,36708,74043,0,0
215,15957,16181,5964,5923,15998,36484,74002,0,0
216,15998,16129,5819,6017,15800,36353,74200,0,0
217,15800,15874,5930,5921,15809,36279,74191,0,0
218,15809,16439,5931,6039,15701,35649,74299,0,0
219,15701,15546,6113,5975,15839,35804,74161,0,0
220,15839,15535,5924,5776,15987,36108,74013,0,0
221,15987,16727,5819,6222,15584,35368,74416,0,0
222,15584,15874,6065,6131,15518,35078,74482,0,0
223,15518,15175,5924,5701,15741,35421,74259,0,0
224,15741,15307,5918,5750,15909,35855,74091,0,0
225,15909,16266,5919,6138,15690,35498,74310,0,0
226,15690,16193,5968,6060,15598,34995,74402,0,0
227,15598,15501,5973,6009,15562,35092,74438,0,0
228,15562,15431,5977,5872,15667,35223,74333,0,0
229,15667,14510,5955,5570,16052,36380,73948,0,0
230,16052,16025,5949,6011,15990,36407,74010,0,0
231,15990,16185,5829,6051,15768,36212,74232,0,0
232,15768,14985,5718,5553,15933,36995,74067,0,0
233,15933,16608,5865,5974,15824,36320,74176,0,0
234,15824,15835,6074,5968,15930,36309,74070,0,0
235,15930,15512,5981,5795,16116,36727,73884,0,0
236,16116,16897,5972,6314,15774,35946,74226,0,0
237,15774,15955,5948,5992,15730,35765,74270,0,0
238,15730,15585,5835,5836,15729,35910,74271,0,0
239,15729,16612,6031,6311,15449,35027,74551,0,0
240,15449,14776,5921,5655,15715,35700,74285,0,0
241,15715,15640,5932,5972,15675,35775,74325,0,0
242,15675,15178,5964,5683,15956,36272,74044,0,0
243,15956,15672,5810,5794,15972,36556,74028,0,0
244,15972,15345,5882,5687,16167,37183,73833,0,0
245,16167,17828,5905,6496,15576,35522,74424,0,0
246,15576,15741,6175,5867,15884,35357,74116,0,0
247,15884,15610,6018,5931,15971,35631,74029,0,0
248,15971,15600,6029,5970,16030,36002,73970,0,0
249,16030,16373,6004,6185,15849,35659,74151,0,0
250,15849,15758,5921,6013,15757,35750,74243,0,0
251,15757,15354,5937,5885,15809,36153,74191,0,0
252,15809,15823,5832,5965,15676,36139,74324,0,0
253,15676,16346,5954,6005,15625,35469,74375,0,0
254,15625,15944,5961,6055,15531,35150,74469,0,0
255,15531,15711,5997,5909,15619,34970,74381,0,0
256,15619,15594,6019,5809,15829,34995,74171,0,0
257,15829,15293,6031,5896,15964,35531,74036,0,0
258,15964,15749,5894,6003,15855,35746,74145,0,0
259,15855,15245,5885,5754,15986,36356,74014,0,0
260,15986,16001,5999,5970,16015,36341,73985,0,0
261,16015,16141,5822,5854,15983,36215,74017,0,0
262,15983,17369,5851,6268,15566,34829,74434,0,0
263,15566,16022,5952,5948,15570,34373,74430,0,0
264,15570,15435,5806,5931,15445,34508,74555,0,0
265,15445,14491,5991,5552,15884,35462,74116,0,0
266,15884,15117,5943,5827,16000,36229,74000,0,0
267,16000,16479,5832,6082,15750,35750,74250,0,0
268,15750,15367,5907,5793,15864,36133,74136,0,0
269,15864,16124,5999,6045,15818,35873,74182,0,0
270,15818,15260,5980,5744,16054,36431,73946,0,0
271,16054,15993,5900,6098,15856,36492,74144,0,0
272,15856,16369,6003,6094,15765,35979,74235,0,0
273,15765,15163,5870,5683,15952,36581,74048,0,0
274,15952,16545,5941,6089,15804,35988,74196,0,0
275,15804,15206,5951,5753,16002,36586,73998,0,0
276,16002,16302,6070,6116,15956,36286,74044,0,0
277,15956,16364,5910,6154,15712,35878,74288,0,0
278,15712,14802,5905,5609,16008,36788,73992,0,0
279,16008,15996,5926,5934,16000,36800,74000,0,0
280,16000,15878,5864,6019,15845,36922,74155,0,0
281,15845,16850,5884,6162,15567,35917,74433,0,0
282,15567,16118,6006,6077,15496,35366,74504,0,0
283,15496,15112,6014,5677,15833,35750,74167,0,0
284,15833,15449,5902,5760,15975,36134,74025,0,0
285,15975,15884,5952,5971,15956,36225,74044,0,0
